11 75 2.032000 0.224900  0.003299 2.007718 0.224401  0.003284
12 75 2.024200 0.223500  0.003277 1.999201 0.222904  0.003263
 1 76 2.029700 0.223200  0.003292 2.004024 0.221511  0.003290
 2 76 2.024800 0.222700  0.003307 2.006020 0.219837  0.003305
 3 76 1.869000 0.213700  0.003341 1.845778 0.209968  0.003337
 4 76 1.839000 0.214400  0.003344 1.813898 0.211832  0.003344
 5 76 1.759000 0.211700  0.003333 1.733407 0.209718  0.003326
 6 76 1.791300 0.210800  0.003365 1.756683 0.208920  0.003362
 7 76 1.784500 0.203300  0.003409 1.752111 0.200345  0.003402
 8 76 1.772500 0.202700  0.003474 1.735499 0.200133  0.003469
 9 76 1.660500 0.201800  0.003483 1.612512 0.198456  0.003472
10 76 1.595000 0.199900  0.003399 1.534510 0.196173  0.003391
11 76 1.661500 0.200000  0.003358 1.616806 0.196560  0.003350
12 76 1.700500 0.201400  0.003415 1.655989 0.197669  0.003402
 1 77 1.713300 0.200700  0.003452 1.681390 0.197452  0.003444
 2 77 1.708000 0.200600  0.003545 1.674694 0.197548  0.003533
 3 77 1.719300 0.201100  0.003621 1.700818 0.198632  0.003606
 4 77 1.719000 0.201900  0.003601 1.703314 0.199432  0.003597
 5 77 1.717700 0.202100  0.003619 1.697002 0.199728  0.003620
 6 77 1.719500 0.203300  0.003745 1.704196 0.201317  0.003743
 7 77 1.736500 0.204300  0.003748 1.726993 0.201246  0.003748
 8 77 1.741500 0.203400  0.003731 1.736711 0.201127  0.003741
 9 77 1.747500 0.204600  0.003797 1.749815 0.203506  0.003822
10 77 1.777400 0.206200  0.003995 1.786020 0.204513  0.004022
11 77 1.824000 0.206600  0.004125 1.822723 0.202967  0.004160
12 77 1.918000 0.212600  0.004175 1.920685 0.209350  0.004227
 1 78 1.940000 0.204300  0.004134 1.940194 0.199609  0.004166
 2 78 1.939400 0.210300  0.004218 1.936879 0.206958  0.004267
 3 78 1.863000 0.220500  0.004520 1.862115 0.219605  0.004588
 4 78 1.823500 0.216200  0.004440 1.811283 0.215007  0.004502
 5 78 1.823000 0.217900  0.004521 1.809692 0.217005  0.004577
 6 78 1.861000 0.221800  0.004910 1.847322 0.220806  0.004978
 7 78 1.927000 0.228400  0.005253 1.914812 0.227899  0.005334
 8 78 1.949000 0.229800  0.005233 1.937014 0.229700  0.005314
 9 78 1.973500 0.231000  0.005294 1.955887 0.230303  0.005382
10 78 1.985500 0.232400  0.005293 1.975424 0.233205  0.005417
11 78 1.934500 0.224600  0.004950 1.923909 0.226007  0.005071
12 78 2.037000 0.238500  0.005153 2.032417 0.239404  0.005302
 1 79 1.979500 0.230700  0.004964 1.962823 0.232110  0.005038
 2 79 2.021500 0.233400  0.004867 2.011999 0.234909  0.004954
 3 79 2.065000 0.232700  0.004769 2.058082 0.234258  0.004819
 4 79 2.053500 0.229250  0.004548 2.045491 0.230454  0.004610
 5 79 2.071500 0.225500  0.004519 2.064612 0.224702  0.004576
 6 79 2.181000 0.234200  0.004598 2.162516 0.233896  0.004653
 7 79 2.269000 0.234900  0.004611 2.251302 0.234303  0.004669
 8 79 2.253000 0.234650  0.004537 2.242017 0.234404  0.004591
 9 79 2.201500 0.243850  0.004454 2.194290 0.243400  0.004518
10 79 2.067500 0.238650  0.004263 2.071015 0.239152  0.004349
11 79 2.201000 0.245900  0.004007 2.187519 0.246048  0.004059
12 79 2.234000 0.248750  0.004162 2.222718 0.248999  0.004223
 1 80 2.275500 0.244900  0.004159 2.257012 0.245803  0.004220
 2 80 2.274500 0.240400  0.003984 2.265516 0.242009  0.004046
 3 80 2.170000 0.225100  0.004008 2.175479 0.228036  0.004040
 4 80 2.256000 0.235150  0.004163 2.240998 0.235651  0.004173
 5 80 2.340000 0.241500  0.004484 2.302385 0.240012  0.004453
 6 80 2.348500 0.244000  0.004591 2.310865 0.242172  0.004558
 7 80 2.332000 0.240700  0.004401 2.297486 0.239902  0.004378
 8 80 2.395500 0.240050  0.004555 2.369509 0.240050  0.004557
 9 80 2.389000 0.238100  0.004819 2.377891 0.238852  0.004851
10 80 2.435500 0.228050  0.004730 2.425393 0.230423  0.004792
11 80 2.358500 0.223700  0.004615 2.379903 0.227170  0.004701
12 80 2.388000 0.218579  0.004946 2.411999 0.222184  0.005063
 1 81 2.375500 0.205212  0.004855 2.398483 0.208517  0.004965
 2 81 2.199000 0.199203  0.004760 2.220000 0.200511  0.004855
 3 81 2.204000 0.199760  0.004671 2.217004 0.199441  0.004755
 4 81 2.138500 0.189934  0.004622 2.165499 0.191456  0.004741
 5 81 2.070000 0.183486  0.004465 2.112280 0.182021  0.004580
 6 81 1.893500 0.174216  0.004380 1.919488 0.173018  0.004502
 7 81 1.863000 0.171762  0.004182 1.882981 0.170243  0.004309
 8 81 1.845500 0.169635  0.004351 1.867692 0.165268  0.004478
 9 81 1.833500 0.182482  0.004333 1.838405 0.178471  0.004447
10 81 1.851000 0.176835  0.004292 1.849889 0.176139  0.004388
11 81 1.958000 0.178317  0.004642 1.944979 0.176268  0.004695
12 81 1.907500 0.175208  0.004556 1.900919 0.173999  0.004649
 1 82 1.886800 0.170358  0.004386 1.887508 0.169984  0.004477
 2 82 1.818500 0.164609  0.004225 1.824819 0.164338  0.004320
 3 82 1.790000 0.160192  0.004058 1.798995 0.156636  0.004144
 4 82 1.797000 0.164338  0.004246 1.803918 0.161659  0.004331
 5 82 1.792500 0.163399  0.004112 1.798684 0.158813  0.004191
 6 82 1.735500 0.146284  0.003914 1.749210 0.146072  0.004002
 7 82 1.738500 0.146413  0.003906 1.745367 0.145316  0.003968
 8 82 1.737000 0.144300  0.003903 1.740691 0.141163  0.003945
 9 82 1.696300 0.140193  0.003722 1.701177 0.138189  0.003763
10 82 1.676000 0.138064  0.003604 1.678975 0.134710  0.003632
11 82 1.641000 0.144823  0.004045 1.640303 0.141712  0.004070
12 82 1.614500 0.148588  0.004261 1.610706 0.143449  0.004288
 1 83 1.538300 0.144875  0.004225 1.530455 0.141428  0.004255
 2 83 1.526000 0.146071  0.004255 1.517569 0.141425  0.004281
 3 83 1.483000 0.137410  0.004185 1.479589 0.136343  0.004220
 4 83 1.561300 0.135639  0.004212 1.556889 0.134286  0.004243
 5 83 1.560800 0.130873  0.004189 1.557913 0.129449  0.004221
 6 83 1.534700 0.131320  0.004191 1.535391 0.129927  0.004225
 7 83 1.520800 0.125660  0.004134 1.522815 0.124650  0.004173
 8 83 1.494800 0.123031  0.004052 1.497341 0.121590  0.004088
 9 83 1.496000 0.124906  0.004240 1.496785 0.123532  0.004272
10 83 1.495000 0.125439  0.004298 1.496981 0.124431  0.004334
11 83 1.458500 0.121684  0.004299 1.460979 0.120778  0.004335
12 83 1.450500 0.119976  0.004320 1.453401 0.119000  0.004359
 1 84 1.427000 0.118483  0.004293 1.428784 0.116991  0.004329
 2 84 1.483500 0.125628  0.004294 1.487988 0.123753  0.004335
 3 84 1.440300 0.125313  0.004458 1.447069 0.124232  0.004508
 4 84 1.403500 0.120809  0.004424 1.411465 0.120412  0.004478
 5 84 1.394500 0.120373  0.004337 1.400671 0.120331  0.004397
 6 84 1.352500 0.117096  0.004219 1.362035 0.117061  0.004284
 7 84 1.323000 0.112994  0.004117 1.322702 0.112949  0.004174
 8 84 1.310700 0.112867  0.004141 1.315582 0.113045  0.004200
 9 84 1.241000 0.106838  0.004070 1.243699 0.106798  0.004123
10 84 1.254000 0.110650  0.004138 1.253687 0.110407  0.004175
11 84 1.201500 0.105652  0.004050 1.200599 0.105252  0.004079
12 84 1.164000 0.104058  0.003998 1.161206 0.103576  0.004024
 1 85 1.128000 0.103119  0.003902 1.118412 0.102614  0.003927
 2 85 1.071500 0.097656  0.003828 1.060089 0.097277  0.003859
 3 85 1.242000 0.106724  0.003984 1.230201 0.106251  0.004012
 4 85 1.209500 0.102617  0.003949 1.197677 0.102167  0.003973
 5 85 1.272300 0.106298  0.003971 1.257732 0.105651  0.003986
 6 85 1.306000 0.108108  0.004020 1.291144 0.107325  0.004036
 7 85 1.365000 0.116178  0.004213 1.353807 0.114988  0.004233
 8 85 1.399700 0.117716  0.004222 1.387383 0.116965  0.004240
 9 85 1.406000 0.122549  0.004566 1.394190 0.121733  0.004586
10 85 1.436000 0.125589  0.004768 1.422789 0.125064  0.004773
11 85 1.491000 0.130719  0.004958 1.478587 0.130179  0.004964
12 85 1.438500 0.132275  0.004944 1.425086 0.130778  0.004962
 1 86 1.412500 0.136659  0.005187 1.396009 0.134098  0.005211
 2 86 1.462000 0.146843  0.005566 1.445808 0.144545  0.005594
 3 86 1.482000 0.139762  0.005574 1.467551 0.138217  0.005605
 4 86 1.518500 0.142450  0.005903 1.504871 0.142166  0.005937
 5 86 1.471500 0.135318  0.005736 1.460942 0.135217  0.005770
 6 86 1.545000 0.144300  0.006202 1.532910 0.144084  0.006238
 7 86 1.490000 0.147384  0.006496 1.476888 0.147082  0.006524
 8 86 1.486500 0.150037  0.006468 1.471040 0.149458  0.006484
 9 86 1.439700 0.152952  0.006504 1.421560 0.151915  0.006524
10 86 1.407000 0.148699  0.006124 1.388779 0.148018  0.006146
11 86 1.436000 0.154559  0.006209 1.417763 0.153710  0.006235
12 86 1.492000 0.157604  0.006325 1.474693 0.155501  0.006355
 1 87 1.510500 0.163934  0.006529 1.492110 0.162843  0.006561
 2 87 1.548500 0.164420  0.006527 1.531892 0.163553  0.006563
 3 87 1.613500 0.165769  0.006868 1.600189 0.165113  0.006916
 4 87 1.669500 0.168209  0.007122 1.661570 0.167718  0.007186
 5 87 1.628000 0.164677  0.006954 1.621488 0.164299  0.007015
 6 87 1.609000 0.163465  0.006738 1.599628 0.162956  0.006793
 7 87 1.591500 0.161616  0.006678 1.582230 0.161181  0.006731
 8 87 1.627800 0.165017  0.007022 1.614818 0.164638  0.007079
 9 87 1.623000 0.163199  0.006840 1.615088 0.162934  0.006902
10 87 1.721500 0.170358  0.007236 1.714313 0.169781  0.007297
11 87 1.807000 0.177384  0.007477 1.801218 0.176823  0.007542
12 87 1.884000 0.187441  0.008258 1.878018 0.186555  0.008326
 1 88 1.768500 0.177069  0.007834 1.760321 0.176588  0.007887
 2 88 1.771900 0.175107  0.007802 1.761712 0.174692  0.007854
 3 88 1.887500 0.178094  0.008053 1.880186 0.177464  0.008112
 4 88 1.884500 0.176305  0.008001 1.879789 0.175839  0.008071
 5 88 1.798500 0.171600  0.007947 1.794408 0.171673  0.008021
 6 88 1.699500 0.162840  0.007450 1.690705 0.162999  0.007513
 7 88 1.716000 0.158856  0.007536 1.706004 0.159250  0.007609
 8 88 1.671000 0.157654  0.007303 1.655293 0.157859  0.007367
 9 88 1.687000 0.156421  0.007435 1.674010 0.156687  0.007508
10 88 1.764000 0.164000  0.007926 1.749700 0.164217  0.008009
11 88 1.859500 0.169300  0.008241 1.842800 0.169750  0.008343
12 88 1.808000 0.165300  0.008000 1.792400 0.165618  0.008093
 1 89 1.747000 0.156600  0.007743 1.732800 0.156801  0.007836
 2 89 1.724200 0.159700  0.007813 1.712200 0.160013  0.007921
 3 89 1.685500 0.156300  0.007536 1.675000 0.156887  0.007646
 4 89 1.686500 0.157200  0.007523 1.674400 0.157592  0.007621
 5 89 1.586000 0.149900  0.007052 1.569200 0.150161  0.007132
 6 89 1.554000 0.151200  0.006966 1.536300 0.151194  0.007034
 7 89 1.658000 0.158000  0.007194 1.638200 0.157891  0.007257
 8 89 1.565500 0.150500  0.006885 1.547200 0.150410  0.006945
 9 89 1.622500 0.157900  0.007180 1.601700 0.157659  0.007247
10 89 1.571800 0.159900  0.006983 1.546900 0.159236  0.007020
11 89 1.565000 0.164300  0.006983 1.540100 0.163452  0.007015
12 89 1.612000 0.172900  0.006964 1.586600 0.171689  0.006992
 1 90 1.681300 0.174800  0.006882 1.654400 0.173768  0.006905
 2 90 1.655000 0.172200  0.006682 1.627900 0.171180  0.006700
 3 90 1.646500 0.175200  0.006333 1.620800 0.174414  0.006352
 4 90 1.632000 0.177100  0.006287 1.606600 0.176741  0.006310
 5 90 1.685000 0.176100  0.006622 1.657300 0.175316  0.006640
 6 90 1.745500 0.178800  0.006568 1.718300 0.178063  0.006579
 7 90 1.857000 0.187700  0.006697 1.825700 0.186759  0.006702
 8 90 1.892000 0.189600  0.006975 1.860900 0.188629  0.006975
 9 90 1.872000 0.191000  0.007241 1.842600 0.190082  0.007240
10 90 1.949500 0.198000  0.007755 1.923000 0.197060  0.007753
11 90 1.941000 0.196900  0.007502 1.918000 0.196140  0.007504
12 90 1.917000 0.196100  0.007410 1.889100 0.194856  0.007404
 1 91 1.975500 0.200400  0.007602 1.941900 0.198831  0.007577
 2 91 1.901000 0.191100  0.007438 1.874500 0.189952  0.007416
 3 91 1.737000 0.173000  0.007077 1.712100 0.171638  0.007052
 4 91 1.702500 0.169900  0.007210 1.679500 0.168583  0.007178
 5 91 1.711000 0.170900  0.007244 1.689000 0.169463  0.007215
 6 91 1.623500 0.162900  0.007267 1.603700 0.161415  0.007236
 7 91 1.688500 0.168900  0.007305 1.668200 0.167372  0.007279
 8 91 1.683500 0.169100  0.007310 1.662700 0.167597  0.007282
 9 91 1.737000 0.174600  0.007491 1.717700 0.172909  0.007475
10 91 1.740000 0.176200  0.007680 1.717400 0.174423  0.007663
11 91 1.761700 0.180100  0.007698 1.737700 0.177911  0.007677
12 91 1.855500 0.190100  0.008010 1.826600 0.187319  0.007984
 1 92 1.787000 0.182500  0.007984 1.759300 0.179840  0.007964
 2 92 1.761000 0.180000  0.007743 1.734900 0.177425  0.007727
 3 92 1.743500 0.181300  0.007492 1.715300 0.178715  0.007483
 4 92 1.779300 0.180100  0.007513 1.751900 0.177368  0.007502
 5 92 1.831500 0.185300  0.007834 1.804800 0.182498  0.007821
 6 92 1.911000 0.196600  0.008019 1.882100 0.193424  0.008004
 7 92 1.919000 0.200400  0.007852 1.886600 0.196951  0.007840
 8 92 1.983000 0.208600  0.008103 1.948900 0.204918  0.008095
